iter	Logloss
551	0.3198509431
552	0.3195155283
553	0.3192073093
554	0.319099512
555	0.3188289685
556	0.3187763771
557	0.318687739
558	0.3186872889
559	0.318614874
560	0.3185516315
561	0.3184335259
562	0.3182646291
563	0.3182554352
564	0.3181262284
565	0.3180632645
566	0.3179619178
567	0.3178594782
568	0.3176375828
569	0.3175693898
570	0.3174872023
571	0.3173580813
572	0.3172357752
573	0.3171020465
574	0.3170464976
575	0.3169860411
576	0.316768732
577	0.316671993
578	0.3165427862
579	0.3164421682
580	0.316348108
581	0.3162384676
582	0.3160922447
583	0.3160109788
584	0.3159511223
585	0.3158560764
586	0.3157267624
587	0.315635274
588	0.3155740031
589	0.3154287874
590	0.3151022665
591	0.3149222899
592	0.3147744597
593	0.3146880503
594	0.3145394486
595	0.3142977725
596	0.3141440059
597	0.314086164
598	0.3139483848
599	0.3139353549
600	0.3138532103
601	0.3136786557
602	0.313498722
603	0.3133664506
604	0.3133259034
605	0.3131652146
606	0.3130999147
607	0.3129799232
608	0.3128837843
609	0.312602011
610	0.3125345037
611	0.3124234917
612	0.312352877
613	0.3122737542
614	0.3121399612
615	0.3119800439
616	0.311916437
617	0.3117459329
618	0.3116435362
619	0.3115299954
620	0.3114047104
621	0.3113451968
622	0.3110712459
623	0.31101739
624	0.3109281733
625	0.3107499112
626	0.3106757603
627	0.3105165717
628	0.310451529
629	0.3103396598
630	0.3102494143
631	0.3101977016
632	0.3100255688
633	0.30987851
634	0.3097791779
635	0.3096370697
636	0.3095821423
637	0.309540695
638	0.3092987403
639	0.3091989153
640	0.3091430664
641	0.3090165813
642	0.3089066623
643	0.3087972362
644	0.3085963646
645	0.3084353972
646	0.3083370509
647	0.3082169093
648	0.3081226563
649	0.3080849165
650	0.3079847272
651	0.307926478
652	0.3077641176
653	0.3077140551
654	0.3074892451
655	0.307404336
656	0.3072821371
657	0.3072105579
658	0.3071562949
659	0.3070597488
660	0.3068180727
661	0.3067337636
662	0.3066129792
663	0.3066044068
664	0.3065388712
665	0.3065163259
666	0.3063650024
667	0.306189162
668	0.3060854794
669	0.3060163862
670	0.3058989878
671	0.3058193078
672	0.3056836932
673	0.305510103
674	0.3054035915
675	0.3053034665
676	0.3051519715
677	0.3049648156
678	0.3048873216
679	0.3048755346
680	0.3048671122
681	0.3048157424
682	0.3047210179
683	0.3046333442
684	0.3045697587
685	0.3044906788
686	0.3043333546
687	0.3043026013
688	0.3041673725
689	0.3040434377
690	0.303851074
691	0.3037744586
692	0.3036286858
693	0.3035228601
694	0.3033544133
695	0.3032547811
696	0.3031799659
697	0.3030662537
698	0.3030083046
699	0.3029057149
700	0.3028892774
701	0.302760435
702	0.3025190803
703	0.3022294205
704	0.3021038355
705	0.3020118756
706	0.301917644
707	0.3018996421
708	0.3017776575
709	0.3016678671
710	0.3015569623
711	0.301444793
712	0.3013371028
713	0.3012399995
714	0.3011384385
715	0.3009920442
716	0.300905442
717	0.3007754637
718	0.3006103816
719	0.3005045773
720	0.3002255472
721	0.3001867359
722	0.3001035412
723	0.3000536929
724	0.2999267578
725	0.2999035696
726	0.299729958
727	0.299609195
728	0.2995794061
729	0.2995621756
730	0.2994958685
731	0.2994882819
732	0.2994528781
733	0.2993247214
734	0.2991706762
735	0.2990428839
736	0.2990332828
737	0.2989615751
738	0.2987711617
739	0.2984784158
740	0.298359003
741	0.2982235598
742	0.2981188485
743	0.2980529271
744	0.2978464405
745	0.2976375966
746	0.2975636386
747	0.2974034856
748	0.297283194
749	0.2972254378
750	0.2971147687
751	0.2970125863
752	0.296931749
753	0.2967799326
754	0.2966874583
755	0.2965618091
756	0.2964431891
757	0.2963399351
758	0.2963196829
759	0.2962464536
760	0.2961858042
761	0.2961600872
762	0.2960879722
763	0.2958247581
764	0.2957663375
765	0.2957063739
766	0.2956588831
767	0.2955852894
768	0.2954280296
769	0.2953732308
770	0.2952760846
771	0.2951043804
772	0.2950603614
773	0.2950154422
774	0.2949531212
775	0.2949083735
776	0.2948309223
777	0.2947451345
778	0.2947026371
779	0.2946137846
780	0.2944954433
781	0.2944663187
782	0.2944278503
783	0.2943532494
784	0.2943183385
785	0.2941010079
786	0.2939914318
787	0.2937343897
788	0.2936626391
789	0.2932714398
790	0.2931548129
791	0.2930671178
792	0.29302177
793	0.2929422614
794	0.2927983959
795	0.2927071861
796	0.2926096755
797	0.2925042356
798	0.2924290989
799	0.2923341387
800	0.2922079536
801	0.2919305094
802	0.2918255838
803	0.2917790574
804	0.2916960556
805	0.2916597088
806	0.2915603981
807	0.291524437
808	0.2913348166
809	0.2912780676
810	0.2912278122
811	0.2911938014
812	0.2911035131
813	0.2910431423
814	0.2909274155
815	0.2908611083
816	0.2907413311
817	0.2904922828
818	0.2904181534
819	0.2903672551
820	0.2902873607
821	0.290085889
822	0.2900390625
823	0.2898285255
824	0.2894263107
825	0.2893279858
826	0.2890506702
827	0.2890011219
828	0.2889454445
829	0.2888977394
830	0.2886772584
831	0.2885712184
832	0.288530414
833	0.2885072687
834	0.2884304175
835	0.2883039753
836	0.2882341964
837	0.2881633887
838	0.2879927132
839	0.2877794116
840	0.287697267
841	0.287580983
842	0.2875305776
843	0.2874511333
844	0.2873725891
845	0.2873219908
846	0.2869754534
847	0.2868778786
848	0.2866830076
849	0.2865959982
850	0.2865206901
851	0.2864521755
852	0.2863849683
853	0.28626832
854	0.286024758
855	0.2859448208
856	0.2856473601
857	0.2856198214
858	0.2854971939
859	0.2852101487
860	0.2850263574
861	0.2849455201
862	0.2846763268
863	0.2846385656
864	0.2845948037
865	0.2843495273
866	0.284275805
867	0.2842409584
868	0.2841637215
869	0.284114409
870	0.2838262065
871	0.2837911027
872	0.2836794907
873	0.2835073578
874	0.2834430866
875	0.2833282385
876	0.2832606026
877	0.2829733002
878	0.2828930844
879	0.2828169405
880	0.2827556482
881	0.2827348388
882	0.2826639668
883	0.2825571553
884	0.282498649
885	0.2824503009
886	0.2822530082
887	0.2821893371
888	0.2821334239
889	0.2820143539
890	0.2817688417
891	0.2817266228
892	0.2814934548
893	0.2814414849
894	0.281141474
895	0.2810518929
896	0.2809145638
897	0.2808073022
898	0.2805393305
899	0.2801738696
900	0.2800984115
901	0.2800027226
902	0.2798983542
903	0.2797394656
904	0.2796583069
905	0.2793912137
906	0.2793572887
907	0.2793037543
908	0.2792240957
909	0.2791798624
910	0.2790783228
911	0.2790442906
912	0.2790219382
913	0.2789602815
914	0.2789170769
915	0.2787596885
916	0.2787049969
917	0.2786644711
918	0.2786124797
919	0.2785662533
920	0.278485116
921	0.2784601276
922	0.2781592808
923	0.2780718428
924	0.2777803828
925	0.2777677815
926	0.2774581052
927	0.2773496864
928	0.2772855009
929	0.2771827183
930	0.2771330201
931	0.2770244298
932	0.2769761246
933	0.276925762
934	0.276849511
935	0.2768210722
936	0.2767903617
937	0.2766715489
938	0.276590283
939	0.2764454531
940	0.2761592008
941	0.2760651406
942	0.2758169281
943	0.2757703374
944	0.2756662905
945	0.275659154
946	0.2755816385
947	0.2755516781
948	0.2754990653
949	0.2754186137
950	0.275364415
951	0.2753440986
952	0.2750651756
953	0.2749912391
954	0.2749450555
955	0.2748551529
956	0.2747260104
957	0.2746908424
958	0.274537483
959	0.2744981359
960	0.2744476233
961	0.2743835878
962	0.2741699219
963	0.2741048791
964	0.2740431796
965	0.2740029967
966	0.2739583562
967	0.2738685179
968	0.2737338463
969	0.2736804834
970	0.2736339355
971	0.2735736933
972	0.2732955204
973	0.273052237
974	0.2729188298
975	0.2728893409
976	0.2727983025
977	0.2727285449
978	0.2726586374
979	0.2723725994
980	0.2723362526
981	0.2722838327
982	0.2721549259
983	0.2720019737
984	0.2717675198
985	0.2716897686
986	0.2714340981
987	0.2713559611
988	0.2713188
989	0.2712087095
990	0.2710717019
991	0.27102794
992	0.2709107131
993	0.2708723733
994	0.2706416484
995	0.2705412661
996	0.2705072767
997	0.2702735944
998	0.2700427623
999	0.2699938142
